"Label","InputSize","Result","Time","Space","Hashes","Ratio"
"fma_fnv",10000000,5.353154543616e6,17.004026094,1.2878540391e10,10,0.1
"fma_fnv",10000000,3.24433608704e6,16.841556799,1.2874760905e10,10,0.1
"fma_fnv",10000000,2.6765772718080003e6,16.866082267,1.2874760905e10,10,0.1
"fma_fnv",10000000,4.86650413056e6,16.912010161,1.2874760905e10,10,0.1
"fma_fnv",10000000,5.27204614144e6,17.082294755,1.2874760905e10,10,0.1
"fma_fnv",10000000,4.217636913152e6,16.800049592,1.2874760905e10,10,0.15
"fma_fnv",10000000,5.596479750144001e6,16.791902432,1.2874760905e10,10,0.15
"fma_fnv",10000000,4.704287326208001e6,16.838633628,1.2874760905e10,10,0.15
"fma_fnv",10000000,3.730986500096e6,17.055145787,1.2874760905e10,10,0.15
"fma_fnv",10000000,3.6498780979200006e6,16.788987854,1.2874760905e10,10,0.15
"fma_fnv",10000000,3.406552891392e6,16.766623594,1.2875105132e10,10,0.2
"fma_fnv",10000000,4.0554201088e6,17.090248135,1.2874760473e10,10,0.2
"fma_fnv",10000000,5.27204614144e6,16.851973485,1.2874760473e10,10,0.2
"fma_fnv",10000000,6.0831301632e6,16.799529317,1.2874760473e10,10,0.2
"fma_fnv",10000000,5.434262945792e6,16.740241952,1.2874760473e10,10,0.2
"fma_fnv",10000000,4.947612532736001e6,16.784479697,1.2874760473e10,10,0.25
"fma_fnv",10000000,2.514360467456e6,16.805981655,1.2874760473e10,10,0.25
"fma_fnv",10000000,2.595468869632e6,16.746607037,1.2874760473e10,10,0.25
"fma_fnv",10000000,3.406552891392e6,16.851195809,1.2874760473e10,10,0.25
"fma_fnv",10000000,4.0554201088e6,16.829317946,1.2874760473e10,10,0.25
"fma_fnv",10000000,2.2304810598400002e6,17.06384364,1.2874759897e10,10,0.3
"fma_fnv",10000000,2.83879407616e6,16.983685401,1.2874759897e10,10,0.3
"fma_fnv",10000000,3.0415650816e6,17.011002441,1.2874759897e10,10,0.3
"fma_fnv",10000000,4.4609621196800005e6,16.940424068,1.2874759897e10,10,0.3
"fma_fnv",10000000,2.2304810598400002e6,16.871899221,1.2874759897e10,10,0.3
"fma_fnv",10000000,4.66373312512e6,16.897832148,1.2874759897e10,10,0.35
"fma_fnv",10000000,4.0554201088000005e6,16.95258222,1.2874759897e10,10,0.35
"fma_fnv",10000000,5.27204614144e6,16.862719686,1.2874759897e10,10,0.35
"fma_fnv",10000000,4.25819111424e6,16.899183554,1.2874759897e10,10,0.35
"fma_fnv",10000000,2.43325206528e6,16.903561342,1.2874759897e10,10,0.35
"fma_fnv",10000000,2.568432735573333e6,16.996686384,1.2874759977e10,10,0.4
"fma_fnv",10000000,2.43325206528e6,17.214627121,1.2874759977e10,10,0.4
"fma_fnv",10000000,3.920239438506667e6,16.896170464,1.2874759977e10,10,0.4
"fma_fnv",10000000,3.24433608704e6,16.859475767,1.2874759977e10,10,0.4
"fma_fnv",10000000,2.568432735573333e6,16.856753415,1.2874759977e10,10,0.4
"fma_fnv",10000000,4.0554201088e6,17.104754356,1.2874759977e10,10,0.45
"fma_fnv",10000000,4.731323460266667e6,16.950114328,1.2874759977e10,10,0.45
"fma_fnv",10000000,2.1628907246933333e6,16.958281073,1.2874759977e10,10,0.45
"fma_fnv",10000000,2.8387940761600006e6,16.891315054,1.2874759977e10,10,0.45
"fma_fnv",10000000,4.3257814493866665e6,16.940100257,1.2874759977e10,10,0.45
"fma_fnv",10000000,1.62216804352e6,17.10632358,1.2874759561e10,10,0.5
"fma_fnv",10000000,4.86650413056e6,17.096888351,1.2874759561e10,10,0.5
"fma_fnv",10000000,2.43325206528e6,16.9600273,1.2874759561e10,10,0.5
"fma_fnv",10000000,2.43325206528e6,16.840832406,1.2874759561e10,10,0.5
