"Label","InputSize","Result","Time","Space","Hashes","Ratio"
"fma_poly",10000000,2.2304810598400002e6,546.826334362,1.18346688344e11,100,0.1
"fma_poly",10000000,2.4738062663680003e6,539.392991174,1.18461772057e11,100,0.1
"fma_poly",10000000,2.0277100544e6,535.444982453,1.18468471609e11,100,0.30000000000000004
"fma_poly",10000000,2.0277100544000003e6,544.919284856,1.18459833113e11,100,0.30000000000000004
"fma_poly",10000000,1.62216804352e6,541.476691723,1.18370165561e11,100,0.5
"fma_poly",10000000,1.62216804352e6,541.456423226,1.18427584921e11,100,0.5
"fma_poly",10000000,1.41939703808e6,540.229950166,1.18463775769e11,100,0.7000000000000001
"fma_poly",10000000,1.62216804352e6,546.417069363,1.18324094537e11,100,0.7000000000000001
"fma_poly",10000000,1.62216804352e6,535.163628349,1.18375348089e11,100,0.9
"fma_poly",10000000,1.62216804352e6,538.977630502,1.18481032665e11,100,0.9
