"Label","InputSize","Result","Time","Space","Hashes","Ratio"
"fma_poly",10000000,1.62216804352e6,6672.655823682,1.249586005256e12,1000,0.1
"fma_poly",10000000,1.62216804352e6,6689.530500857,1.250616843609e12,1000,0.1
"fma_poly",10000000,1.62216804352e6,6709.019721359,1.252737365369e12,1000,0.30000000000000004
"fma_poly",10000000,1.62216804352e6,6684.324849237,1.248900581193e12,1000,0.30000000000000004
"fma_poly",10000000,1.62216804352e6,6657.212526012,1.246227656985e12,1000,0.5
"fma_poly",10000000,1.62216804352e6,6640.142851473,1.245368242969e12,1000,0.5
"fma_poly",10000000,1.62216804352e6,6676.400516371,1.252341996105e12,1000,0.7000000000000001
"fma_poly",10000000,1.62216804352e6,6670.12114834,1.248163213145e12,1000,0.7000000000000001
"fma_poly",10000000,1.62216804352e6,6647.690294518,1.252256599273e12,1000,0.9
"fma_poly",10000000,1.62216804352e6,6683.142711729,1.251135411993e12,1000,0.9
