"Label","InputSize","Result","Time","Space","Hashes","Ratio"
"fma_poly",10000000,3.893203304448e6,49.852750525,1.2878566244e10,10,0.1
"fma_poly",10000000,4.66373312512e6,49.532324647,1.2874760521e10,10,0.1
"fma_poly",10000000,1.21662603264e6,47.575619585,1.2833933417e10,10,0.30000000000000004
"fma_poly",10000000,1.31801153536e6,48.57280591,1.2867501481e10,10,0.30000000000000004
"fma_poly",10000000,1.21662603264e6,47.418652355,1.2796735689e10,10,0.5
"fma_poly",10000000,811084.02176,47.839873438,1.2759538617e10,10,0.5
"fma_poly",10000000,1.21662603264e6,48.069754457,1.2871130169e10,10,0.7000000000000001
"fma_poly",10000000,1.21662603264e6,48.333586954,1.2871130265e10,10,0.7000000000000001
"fma_poly",10000000,2.0277100544e6,48.36613227,1.2800364857e10,10,0.9
"fma_poly",10000000,2.0277100544e6,47.519730383,1.2860243225e10,10,0.9
