"Label","InputSize","Result","Time","Space","Variables","Ratio"
"ams",10000000,6.427e11,11.240498621,1.822394249e9,10,0.35
"ams",10000000,5.42674e11,11.244768953,1.820781321e9,10,0.4
"ams",10000000,2.05286e11,11.011995631,1.815430441e9,10,0.4
"ams",10000000,3.9096e10,11.294281458,1.812752841e9,10,0.4
"ams",10000000,4.9271e11,11.510933486,1.820006793e9,10,0.4
"ams",10000000,2.49704e11,11.454043391,1.816117801e9,10,0.4
"ams",10000000,2.7514e10,11.148692843,1.812560393e9,10,0.45
"ams",10000000,2.1226e10,11.38161862,1.812442249e9,10,0.45
"ams",10000000,2.4978e10,11.275608318,1.812490825e9,10,0.45
"ams",10000000,3.73546e11,11.480569514,1.818035241e9,10,0.45
"ams",10000000,7.31656e11,11.602256919,1.823809769e9,10,0.45
"ams",10000000,5.3879e11,11.408870154,1.819856233e9,10,0.5
"ams",10000000,4.4694e10,11.311908459,1.812852137e9,10,0.5
"ams",10000000,3.60818e11,11.416035403,1.817891113e9,10,0.5
"ams",10000000,1.9494e10,11.443552316,1.812407657e9,10,0.5
"ams",10000000,2.96e9,11.268986759,1.812175497e9,10,0.5
"ams",10000000,2.8962e10,11.324250434,1.812593097e9,10,0.55
"ams",10000000,1.866e9,11.413842435,1.812172585e9,10,0.55
"ams",10000000,3.0659e11,11.504336747,1.817004393e9,10,0.55
"ams",10000000,1.09e9,11.287726309,1.812166217e9,10,0.55
"ams",10000000,2.1623e11,11.341868726,1.815575433e9,10,0.55
"ams",10000000,6.697477777777778e11,11.535603487,1.821738409e9,10,0.6
"ams",10000000,9.9416e10,11.654812174,1.813686633e9,10,0.6
"ams",10000000,5.98e10,11.322901172,1.813091177e9,10,0.6
"ams",10000000,5.1886e10,11.407530682,1.812929641e9,10,0.6
"ams",10000000,1.6136e10,11.594514828,1.812382281e9,10,0.6
"ams",10000000,9.0168e10,11.251085176,1.813570889e9,10,0.65
"ams",10000000,2.66722e11,11.352200404,1.816392329e9,10,0.65
"ams",10000000,5.15214e11,11.540042807,1.820326537e9,10,0.65
"ams",10000000,1.48454e11,11.468592361,1.814470025e9,10,0.65
"ams",10000000,3.476e9,11.369189643,1.812196905e9,10,0.65
"ams",10000000,1.4678e10,11.364839489,1.812366121e9,10,0.7
"ams",10000000,3.29512e11,11.60883899,1.817370441e9,10,0.7
"ams",10000000,1.47246e11,11.247815753,1.814455337e9,10,0.7
"ams",10000000,4.41358e11,11.470741752,1.819131977e9,10,0.7
"ams",10000000,4.678e9,11.42479256,1.812196585e9,10,0.7
"ams",10000000,4.45772e11,11.635726005,1.819216681e9,10,0.75
"ams",10000000,8.383633333333334e11,11.917583571,1.824154441e9,10,0.75
"ams",10000000,1.434e9,11.379885434,1.812166249e9,10,0.75
"ams",10000000,6.78e8,11.454692401,1.812166217e9,10,0.75
"ams",10000000,6.074455555555555e11,11.692090387,1.820873993e9,10,0.75
"ams",10000000,2.41126e11,11.563743938,1.815978697e9,10,0.8
"ams",10000000,1.016e9,11.296935257,1.812166249e9,10,0.8
"ams",10000000,3.9542e10,11.415260358,1.812746761e9,10,0.8
"ams",10000000,2.1336e10,11.406928857,1.812457577e9,10,0.8
"ams",10000000,3.84442e11,11.661757228,1.818246025e9,10,0.8
"ams",10000000,2.66016e11,11.290289311,1.816393001e9,10,0.85
"ams",10000000,1.68224e11,11.380241141,1.814766953e9,10,0.85
"ams",10000000,6.46502e11,11.77673402,1.822443529e9,10,0.85
"ams",10000000,3.6082e11,11.416961905,1.817890473e9,10,0.85
"ams",10000000,5.702655555555555e11,11.495099156,1.820343113e9,10,0.85
"ams",10000000,2.8142e10,11.52700805,1.812567529e9,10,0.9
"ams",10000000,5.903e10,10.965080883,1.813052521e9,10,0.9
"ams",10000000,4.00756e11,11.13921816,1.818518345e9,10,0.9
"ams",10000000,2.9262e10,11.075622742,1.812589193e9,10,0.9
"ams",10000000,1.27772e11,10.911530933,1.814140137e9,10,0.9
"ams",10000000,5.086e9,10.997848542,1.812213033e9,10,0.95
"ams",10000000,2.63696e11,11.234111663,1.816329961e9,10,0.95
"ams",10000000,5.42376e11,11.264906626,1.820805929e9,10,0.95
"ams",10000000,3.2588e10,11.01797226,1.812620169e9,10,0.95
"ams",10000000,1.681e10,11.0586418,1.812396297e9,10,0.95
"ams",10000000,8.878e9,11.420351638,1.812239945e9,10,1.0
"ams",10000000,8.206e9,11.521018071,1.812260521e9,10,1.0
"ams",10000000,1.9548e10,11.523519731,1.812406889e9,10,1.0
"ams",10000000,3.0268e10,11.598156215,1.812604041e9,10,1.0
"ams",10000000,1.62936e11,11.475017015,1.814728329e9,10,1.0
