"Label","InputSize","Result","Time","Space","Variables","Ratio"
"ams",10000000,7.399470644850818e9,60.332149803,1.961712673e9,10000,0.75
"ams",10000000,7.345964912280702e9,60.723400566,1.960583825e9,10000,0.75
"ams",10000000,7.362020326878176e9,60.614241774,1.961200769e9,10000,0.75
"ams",10000000,7.26321890750579e9,60.487853366,1.960600305e9,10000,0.75
"ams",10000000,7.38439568046518e9,61.34762328,1.960200145e9,10000,0.8
"ams",10000000,7.316969365426696e9,60.698318547,1.960621713e9,10000,0.8
"ams",10000000,7.347700709994538e9,60.591721879,1.961333137e9,10000,0.8
"ams",10000000,7.324799073695682e9,60.627801488,1.961414401e9,10000,0.8
"ams",10000000,7.233531482735274e9,61.130658529,1.960233009e9,10000,0.8
"ams",10000000,7.259997270742358e9,60.156428318,1.960152321e9,10000,0.85
"ams",10000000,7.309500135098622e9,59.925917505,1.962297313e9,10000,0.85
"ams",10000000,7.370527617477329e9,60.505337631,1.961169681e9,10000,0.85
"ams",10000000,7.44447642886942e9,59.952332476,1.960864673e9,10000,0.85
"ams",10000000,7.340976311105025e9,60.057522576,1.960455905e9,10000,0.85
"ams",10000000,7.372908393810762e9,60.035339169,1.961846049e9,10000,0.9
"ams",10000000,7.236359296139681e9,60.155432589,1.959739841e9,10000,0.9
"ams",10000000,7.3048003282275715e9,60.685322749,1.960318353e9,10000,0.9
"ams",10000000,7.373363371690004e9,60.420898802,1.960016577e9,10000,0.9
"ams",10000000,7.47320692497939e9,59.932179176,1.963085185e9,10000,0.9
"ams",10000000,7.242832792207792e9,60.400162473,1.960640961e9,10000,0.95
"ams",10000000,7.387412798681681e9,60.423628481,1.961061921e9,10000,0.95
"ams",10000000,7.219210705067246e9,60.617610151,1.959857697e9,10000,0.95
"ams",10000000,7.240151802656547e9,60.745832533,1.960254849e9,10000,0.95
"ams",10000000,7.226787072243346e9,60.660460974,1.959647105e9,10000,0.95
"ams",10000000,7.34918966689327e9,60.844534279,1.961677857e9,10000,1.0
"ams",10000000,7.305672959391552e9,60.913165824,1.961405473e9,10000,1.0
"ams",10000000,7.255451086956522e9,61.111365309,1.960387633e9,10000,1.0
"ams",10000000,7.29380409713743e9,60.509869751,1.961386241e9,10000,1.0
"ams",10000000,7.255720476706392e9,60.33771575,1.960992737e9,10000,1.0
