"Label","InputSize","Result","Time","Space","Variables","Ratio"
"ams",10000000,1.0883865979381444e11,12.638361184,1.828700417e9,100,0.6
"ams",10000000,1.2728591397849463e11,12.768029394,1.830641953e9,100,0.6
"ams",10000000,1.0489458333333333e11,12.607256816,1.827768321e9,100,0.65
"ams",10000000,1.2913881720430107e11,12.693357717,1.830858593e9,100,0.65
"ams",10000000,1.3390456521739131e11,12.69943108,1.831416305e9,100,0.65
"ams",10000000,1.2441817204301076e11,12.703408665,1.830125025e9,100,0.65
"ams",10000000,1.0480094736842105e11,12.693679505,1.827646913e9,100,0.65
"ams",10000000,1.096804081632653e11,12.776868803,1.829008449e9,100,0.7
"ams",10000000,1.0841516129032259e11,12.927892938,1.827847233e9,100,0.7
"ams",10000000,1.0815574468085106e11,12.801703582,1.828043841e9,100,0.7
"ams",10000000,8.215868686868687e10,12.719759228,1.824742433e9,100,0.7
"ams",10000000,1.5719043956043958e11,12.847399848,1.834674225e9,100,0.7
"ams",10000000,1.6559133333333334e11,12.950717846,1.835564753e9,100,0.75
"ams",10000000,1.5359574468085107e11,12.81450774,1.834878305e9,100,0.75
"ams",10000000,1.389757142857143e11,12.789738247,1.831918513e9,100,0.75
"ams",10000000,1.0689857142857143e11,12.741010045,1.828590017e9,100,0.75
"ams",10000000,1.4513350515463916e11,12.681318051,1.834157761e9,100,0.75
"ams",10000000,1.2754360824742268e11,12.796924349,1.831527009e9,100,0.8
"ams",10000000,8.752829787234042e10,12.564739023,1.824959697e9,100,0.8
"ams",10000000,1.3363617021276596e11,12.750093539,1.831840225e9,100,0.8
"ams",10000000,6.15372e10,12.186579571,1.821536545e9,100,0.8
"ams",10000000,7.095591836734694e10,12.177052205,1.822871105e9,100,0.8
"ams",10000000,9.8893125e10,12.284695327,1.826954145e9,100,0.85
"ams",10000000,1.3440538461538461e11,12.345347384,1.831307921e9,100,0.85
"ams",10000000,9.950914893617021e10,12.290288959,1.826694113e9,100,0.85
"ams",10000000,1.0575479166666667e11,12.301893634,1.828034689e9,100,0.85
"ams",10000000,8.167168421052632e10,12.318600179,1.824149825e9,100,0.85
"ams",10000000,1.4033234042553192e11,12.531393814,1.832820961e9,100,0.9
"ams",10000000,2.624878787878788e10,12.409313402,1.815883041e9,100,0.9
"ams",10000000,8.748145833333333e10,12.696426958,1.825234001e9,100,0.9
"ams",10000000,9.8220625e10,12.67557567,1.826834433e9,100,0.9
"ams",10000000,9.817105263157895e10,12.762622822,1.826629697e9,100,0.9
"ams",10000000,1.4828333333333334e11,12.847360711,1.833098673e9,100,0.95
"ams",10000000,1.4661262626262625e11,12.522800386,1.834912321e9,100,0.95
"ams",10000000,1.5143835164835165e11,12.248642692,1.833858865e9,100,0.95
"ams",10000000,1.2693239130434782e11,12.266025716,1.830456177e9,100,0.95
"ams",10000000,9.785510204081633e10,12.284888157,1.827075201e9,100,0.95
"ams",10000000,9.244479166666667e10,12.313579768,1.825938657e9,100,1.0
"ams",10000000,1.408627659574468e11,12.56337679,1.832910369e9,100,1.0
"ams",10000000,9.910183673469388e10,12.296033469,1.827210817e9,100,1.0
"ams",10000000,1.436041935483871e11,12.465513253,1.833085473e9,100,1.0
"ams",10000000,1.4910652173913043e11,12.467398351,1.833596753e9,100,1.0
