"Label","InputSize","Result","Time","Space","Hashes","Ratio"
"fma_murmur3",10000000,1.62216804352e6,3953.141240192,3.123099009825e12,10000,0.1
"fma_murmur3",10000000,1.62216804352e6,3961.067657776,3.114292452985e12,10000,0.1
"fma_murmur3",10000000,1.62216804352e6,4551.417016819,3.119572323913e12,10000,0.1
"fma_murmur3",10000000,1.62216804352e6,4597.791144944,3.120692316265e12,10000,0.15
"fma_murmur3",10000000,1.62216804352e6,4553.775099188,3.119252293561e12,10000,0.15
"fma_murmur3",10000000,1.62216804352e6,4174.718848468,3.120212259977e12,10000,0.15
"fma_murmur3",10000000,1.62216804352e6,4055.478410142,3.118452393529e12,10000,0.2
"fma_murmur3",10000000,1.62216804352e6,4010.814202108,3.123732390937e12,10000,0.2
"fma_murmur3",10000000,1.62216804352e6,4026.686834181,3.116852378553e12,10000,0.2
"fma_murmur3",10000000,1.62216804352e6,4437.237152685,3.116052398249e12,10000,0.25
"fma_murmur3",10000000,1.62216804352e6,4374.694593476,3.124212408457e12,10000,0.25
"fma_murmur3",10000000,1.62216804352e6,4306.678411699,3.126772283353e12,10000,0.25
"fma_murmur3",10000000,1.62216804352e6,4299.174407397,3.116052304089e12,10000,0.3
"fma_murmur3",10000000,1.62216804352e6,4099.285783163,3.119732411721e12,10000,0.3
"fma_murmur3",10000000,1.62216804352e6,4143.68414585,3.121172387529e12,10000,0.3
"fma_murmur3",10000000,1.62216804352e6,4190.304672198,3.112212348569e12,10000,0.35
"fma_murmur3",10000000,1.62216804352e6,4269.275624032,3.116052322393e12,10000,0.35
"fma_murmur3",10000000,1.62216804352e6,4255.502242104,3.113972385577e12,10000,0.35
"fma_murmur3",10000000,1.62216804352e6,4066.64622277,3.123092369577e12,10000,0.4
"fma_murmur3",10000000,1.62216804352e6,4263.128126137,3.125012367561e12,10000,0.4
"fma_murmur3",10000000,1.62216804352e6,4289.766219169,3.116052396921e12,10000,0.4
"fma_murmur3",10000000,1.62216804352e6,4298.732868375,3.113492396793e12,10000,0.45
"fma_murmur3",10000000,1.62216804352e6,4271.260761521,3.120532319817e12,10000,0.45
"fma_murmur3",10000000,1.62216804352e6,4277.347161323,3.120692271353e12,10000,0.45
"fma_murmur3",10000000,1.62216804352e6,4210.776907751,3.123572371193e12,10000,0.5
"fma_murmur3",10000000,1.62216804352e6,4269.391723127,3.118132405881e12,10000,0.5
"fma_murmur3",10000000,1.62216804352e6,4256.998192223,3.117972315449e12,10000,0.5
"fma_murmur3",10000000,1.62216804352e6,4306.887174421,3.119092370185e12,10000,0.55
"fma_murmur3",10000000,1.62216804352e6,4262.682904659,3.121492389385e12,10000,0.55
"fma_murmur3",10000000,1.62216804352e6,4275.690556169,3.119412303129e12,10000,0.55
"fma_murmur3",10000000,1.62216804352e6,4289.577116794,3.112852338441e12,10000,0.6
"fma_murmur3",10000000,1.62216804352e6,4209.308129621,3.122292286217e12,10000,0.6
"fma_murmur3",10000000,1.62216804352e6,4178.680275148,3.117492341833e12,10000,0.6
"fma_murmur3",10000000,1.62216804352e6,4170.023422098,3.124212334777e12,10000,0.65
"fma_murmur3",10000000,1.62216804352e6,4297.882364648,3.121812272009e12,10000,0.65
"fma_murmur3",10000000,1.62216804352e6,4156.547603508,3.120852318009e12,10000,0.65
"fma_murmur3",10000000,1.62216804352e6,4195.971670421,3.121332338553e12,10000,0.7
"fma_murmur3",10000000,1.62216804352e6,4271.903595163,3.122772296153e12,10000,0.7
"fma_murmur3",10000000,1.62216804352e6,4473.341235231,3.117172389289e12,10000,0.7
"fma_murmur3",10000000,1.62216804352e6,4472.808279467,3.118932329721e12,10000,0.75
"fma_murmur3",10000000,1.62216804352e6,4469.32892923,3.121332364697e12,10000,0.75
"fma_murmur3",10000000,1.62216804352e6,4464.1361054,3.118132295673e12,10000,0.75
"fma_murmur3",10000000,1.62216804352e6,4502.952707341,3.122452282585e12,10000,0.8
"fma_murmur3",10000000,1.62216804352e6,4226.494218028,3.116052358137e12,10000,0.8
"fma_murmur3",10000000,1.62216804352e6,4386.495064917,3.117332365801e12,10000,0.8
"fma_murmur3",10000000,1.62216804352e6,4364.396912868,3.119412279449e12,10000,0.85
"fma_murmur3",10000000,1.62216804352e6,4271.390276804,3.117652361257e12,10000,0.85
"fma_murmur3",10000000,1.62216804352e6,3946.820193656,3.118292340377e12,10000,0.85
"fma_murmur3",10000000,1.62216804352e6,4362.793949542,3.112212387209e12,10000,0.9
"fma_murmur3",10000000,1.62216804352e6,4348.059306913,3.117012352793e12,10000,0.9
"fma_murmur3",10000000,1.62216804352e6,4194.09129586,3.116372333833e12,10000,0.9
"fma_murmur3",10000000,1.62216804352e6,4199.484775954,3.118932392729e12,10000,0.95
"fma_murmur3",10000000,1.62216804352e6,4172.650644804,3.123732340185e12,10000,0.95
"fma_murmur3",10000000,1.62216804352e6,4511.674536037,3.120052323609e12,10000,0.95
"fma_murmur3",10000000,1.62216804352e6,4496.81820319,3.116692333065e12,10000,1.0
"fma_murmur3",10000000,1.62216804352e6,4311.528479624,3.117012337481e12,10000,1.0
"fma_murmur3",10000000,1.62216804352e6,4407.091233223,3.119732321113e12,10000,1.0
