"Label","InputSize","Iterations","Result","Error","Time","Space"
"One Pass F2",10,3,10.0,10.0,0.038148862666666665,1.1173643333333333e6
"One Pass F2",100,3,136.0,136.0,0.013195154666666667,21056.0
"One Pass F2",1000,3,2470.0,2470.0,0.015445477333333334,222112.0
"One Pass F2",10000,3,197836.0,197836.0,0.039443467,1.611712e6
"One Pass F2",100000,3,1.7672632e7,1.7672632e7,0.17279597433333335,1.8056032e7
"One Pass F2",1000000,3,1.731542566e9,1.731542566e9,2.2691869600000003,1.54144901e8
