"Label","InputSize","Iterations","Result","Error","Time","Space"
"One Pass F0",10,3,10.0,10.0,0.033573168333333334,547950.3333333334
"One Pass F0",100,3,88.0,88.0,0.019335449666666667,20240.0
"One Pass F0",1000,3,862.0,862.0,0.015548136999999997,215136.0
"One Pass F0",10000,3,7083.0,7083.0,0.038169455,1.554976e6
"One Pass F0",100000,3,50107.0,50107.0,0.17973319866666668,1.7655104e7
"One Pass F0",1000000,3,369256.0,369256.0,2.373580588333333,1.51190789e8
